gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사674381,2023,15.0,9.0,16.0,12.0,12.0,14.0,18.0,19.0,20.0,20.0,15.0,12.0,7.0,8.0,,0.0,,
다사674380,2023,,,,,0.0,0.0,8.0,,8.0,,0.0,0.0,,,,,,
다사633336,2023,,,,,,,,,,,,,,,,,,
다사674379,2023,29.0,29.0,30.0,21.0,26.0,22.0,32.0,31.0,36.0,45.0,29.0,24.0,9.0,7.0,0.0,0.0,,
다사633337,2023,,,,,,,,,,,,,,,,,,
다사674378,2023,18.0,23.0,18.0,16.0,14.0,15.0,30.0,28.0,26.0,21.0,7.0,17.0,6.0,7.0,,0.0,,
다사674377,2023,30.0,15.0,24.0,15.0,32.0,29.0,36.0,30.0,40.0,50.0,29.0,31.0,8.0,15.0,,0.0,,
다사633338,2023,,,,,,,,,,,,,,,,,,
다사674376,2023,15.0,14.0,33.0,17.0,22.0,23.0,38.0,28.0,40.0,39.0,27.0,28.0,8.0,12.0,,0.0,,
다사633339,2023,,,,,,,,,,,,,,,,,,
다사674375,2023,,,,,,,,,,,,,,,,,,
다사674374,2023,,,,,,,,,,,,,,,,,,
다사633340,2023,,,,,,,,,,,,,,,,,,
다사674392,2023,,,,,,,,,,,,,,,,,,
다사633327,2023,,,,,,,,,,,,,,,,,,
다사674413,2023,,,,,,,,,,,,,,,,,,
다사633317,2023,,,,,,,,,,,,,,,,,,
다사674405,2023,,,,,,,,,0.0,,,,,,,,,
다사633319,2023,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사674406,2023,,,,,,,,,,,,,,,,,,
다사633318,2023,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,
다사674407,2023,,,,,,,,,,,,,,,,,,
다사674408,2023,,,,,,,,,,,,,,,,,,
다사674409,2023,,,,,,,,,,,,,,,,,,
다사674394,2023,9.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사633316,2023,,,,,,,,,,,,,,,,,,
다사674410,2023,,,,,,,,,,,,,,,,,,
다사674411,2023,,,,,,,,,,,,,,,,,,
다사633315,2023,,,,,,,,,,,,,,,,,,
다사674412,2023,,,,,,,,,,,,,,,,,,
다사633314,2023,,,,,,,,,,,,,,,,,,
다사674404,2023,,,,,,,,,,,,,,,,,,
다사633320,2023,15.0,13.0,0.0,7.0,30.0,43.0,31.0,26.0,15.0,12.0,0.0,6.0,0.0,0.0,,0.0,,
다사674403,2023,,,,,,,,,,0.0,,0.0,,,,,,
다사633321,2023,15.0,17.0,10.0,12.0,25.0,28.0,28.0,32.0,19.0,16.0,6.0,0.0,0.0,0.0,,0.0,,
다사674402,2023,,,,,,,,,,,,,,,,,,
다사674401,2023,,,,,,,,,,,,,,,,,,
다사633322,2023,23.0,22.0,9.0,13.0,27.0,42.0,47.0,39.0,10.0,12.0,8.0,6.0,0.0,0.0,,0.0,,
다사674400,2023,,,,,,,,,,,,,,,,,,
다사633323,2023,36.0,31.0,12.0,17.0,32.0,51.0,50.0,40.0,25.0,20.0,0.0,8.0,0.0,8.0,0.0,0.0,,
다사674399,2023,,,,,,,,,,,,,,,,,,
다사674398,2023,,,,,,,,,,,,,,,,,,
다사633324,2023,11.0,12.0,6.0,6.0,7.0,8.0,22.0,24.0,11.0,10.0,0.0,0.0,0.0,,0.0,0.0,,
다사674397,2023,,,,,,,,,,,,,,,,,,
다사633325,2023,24.0,15.0,6.0,0.0,7.0,13.0,23.0,27.0,12.0,8.0,0.0,0.0,0.0,0.0,,,,
다사674396,2023,,,,,,,,,,,,,,,,,,
다사674395,2023,32.0,17.0,28.0,9.0,23.0,12.0,13.0,6.0,6.0,13.0,6.0,8.0,,0.0,,,,
다사633326,2023,,,,,,,,,,,,,,,,,,
다사675309,2023,,,,,,0.0,,,,,0.0,,,,,,,
다사675310,2023,9.0,9.0,8.0,11.0,26.0,28.0,15.0,10.0,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,,
다사633285,2023,,,,,,,,,,,,,,,,,,
다사675367,2023,31.0,45.0,43.0,27.0,9.0,10.0,18.0,12.0,23.0,31.0,7.0,23.0,0.0,12.0,0.0,0.0,,
다사675363,2023,,,,,,,,,,,,,,,,,,
다사675364,2023,,,,,,,,,,,,,,,,,,
다사632354,2023,,,,,,,,,,,,,,,,,,
다사675365,2023,,,,,,,,,,,,,,,,,,
다사632353,2023,,,,,,,,,,,,,,,,,,
다사675366,2023,31.0,36.0,29.0,16.0,19.0,6.0,20.0,17.0,15.0,17.0,15.0,8.0,0.0,0.0,0.0,0.0,,
다사632352,2023,,,,,,,,,,,,,,,,,,
다사675372,2023,47.0,38.0,63.0,38.0,49.0,21.0,44.0,30.0,39.0,34.0,15.0,14.0,7.0,10.0,,0.0,,
다사675368,2023,48.0,40.0,36.0,31.0,26.0,28.0,42.0,50.0,52.0,55.0,19.0,31.0,11.0,31.0,0.0,0.0,,
다사632351,2023,,,,,,,,,,,,,,,,,,
다사675369,2023,16.0,25.0,27.0,27.0,22.0,20.0,24.0,23.0,19.0,22.0,12.0,23.0,6.0,8.0,0.0,,,
다사675370,2023,37.0,25.0,49.0,34.0,27.0,14.0,33.0,48.0,47.0,46.0,18.0,25.0,13.0,16.0,0.0,0.0,,
다사632350,2023,,,,,,,,,,,,,,,,,,
다사675371,2023,29.0,39.0,47.0,31.0,52.0,33.0,73.0,44.0,75.0,44.0,44.0,35.0,14.0,14.0,,,,0.0
다사632355,2023,,,,,,,,,,,,,,,,,,
다사675362,2023,,,,,,,,,,,,,,,,,,
다사632356,2023,,,,,,,,,,,,,,,,,,
다사675361,2023,,,,,,,,,,,,,,,,,,
다사675360,2023,,,,,,,,,,,,,,,,,,
다사632357,2023,,,,,,,,,,,,,,,,,,
다사675359,2023,,,,,,,,,,,,,,,,,,
다사632358,2023,,,,,,,,,,,,,,,,,,
다사675358,2023,,,,,,,,,,,,,,,,,,
다사675357,2023,22.0,19.0,37.0,30.0,29.0,31.0,24.0,24.0,14.0,13.0,6.0,10.0,0.0,0.0,,,,
다사632359,2023,,,,,,,,,,,,,,,,,,
다사675356,2023,,,,,,,,,,,,,,,,,,
다사632360,2023,,,,,,,,,,,,,,,,,,
다사675355,2023,35.0,42.0,29.0,42.0,96.0,104.0,75.0,66.0,22.0,27.0,12.0,17.0,6.0,6.0,,0.0,,
다사675354,2023,27.0,24.0,13.0,20.0,35.0,37.0,45.0,47.0,16.0,16.0,8.0,9.0,0.0,0.0,,,,
다사632361,2023,,,,,,,,,,,,,,,,,,
다사675353,2023,33.0,32.0,77.0,59.0,40.0,44.0,39.0,62.0,35.0,45.0,21.0,29.0,10.0,19.0,0.0,0.0,,
다사632349,2023,,,,,,,,,,,,,,,,,,
다사675373,2023,0.0,,,,,,0.0,0.0,,,,,,,,,,
다사675311,2023,35.0,25.0,51.0,48.0,69.0,78.0,58.0,53.0,25.0,33.0,13.0,15.0,8.0,15.0,0.0,0.0,,
다사675388,2023,34.0,30.0,34.0,23.0,22.0,18.0,40.0,29.0,55.0,34.0,24.0,28.0,7.0,12.0,0.0,0.0,,
다사675384,2023,0.0,0.0,8.0,0.0,0.0,6.0,8.0,6.0,8.0,7.0,7.0,6.0,0.0,,,,,
다사675385,2023,15.0,16.0,25.0,6.0,28.0,23.0,34.0,31.0,26.0,24.0,14.0,14.0,0.0,9.0,0.0,0.0,,
다사632340,2023,,,,,,0.0,,,,,,,,,,,,
다사675386,2023,30.0,23.0,31.0,25.0,34.0,26.0,43.0,48.0,57.0,53.0,30.0,39.0,14.0,20.0,,0.0,,
다사632339,2023,,,,,,,,,,,,,,,,,,
다사675387,2023,29.0,25.0,31.0,19.0,31.0,19.0,55.0,46.0,47.0,49.0,24.0,32.0,13.0,21.0,,6.0,,
다사632338,2023,,,,,,,,,,,,,,,,,,
다사632348,2023,,,,,,,,,,,,,,,,,,
다사675389,2023,23.0,11.0,16.0,20.0,20.0,15.0,32.0,27.0,18.0,20.0,7.0,11.0,7.0,7.0,,,,
다사632337,2023,,,,,,,,,,,,,,,,,,
다사675390,2023,22.0,25.0,80.0,90.0,73.0,53.0,35.0,41.0,20.0,29.0,14.0,11.0,0.0,0.0,,,,
다사675391,2023,,,,,,,,,,,,,,,,,,
다사632336,2023,,,,,,,,,,,,,,,,,,
다사675392,2023,,,,,,,,,,,,,,,,,,
다사632341,2023,,,,,,,,,,,,,,,,,,
다사675383,2023,14.0,19.0,16.0,15.0,16.0,24.0,22.0,23.0,17.0,23.0,7.0,17.0,7.0,7.0,,0.0,,
다사632342,2023,,,,,,,,,,,,,,,,,,
다사675382,2023,23.0,20.0,39.0,28.0,27.0,28.0,40.0,46.0,56.0,51.0,24.0,30.0,0.0,10.0,,0.0,,
다사675381,2023,9.0,9.0,10.0,11.0,19.0,12.0,19.0,18.0,19.0,24.0,12.0,10.0,0.0,0.0,0.0,,,
다사632343,2023,,,,,,,,,,,,,,,,,,
다사675380,2023,11.0,6.0,0.0,8.0,0.0,7.0,16.0,10.0,7.0,10.0,8.0,9.0,0.0,0.0,,,0.0,
다사632344,2023,,,,,,,,,,,,,,,,,,
다사675379,2023,9.0,6.0,17.0,18.0,26.0,15.0,32.0,16.0,50.0,44.0,18.0,29.0,0.0,10.0,,0.0,,
다사675378,2023,13.0,10.0,20.0,16.0,12.0,14.0,38.0,36.0,28.0,43.0,19.0,18.0,0.0,12.0,0.0,,,
다사632345,2023,,,,,,,,,,,,,,,,,,
다사675377,2023,12.0,10.0,15.0,7.0,9.0,10.0,21.0,14.0,27.0,20.0,9.0,16.0,7.0,13.0,,0.0,,
다사632346,2023,,,,,,,,,,,,,,,,,,
다사675376,2023,18.0,11.0,17.0,11.0,7.0,15.0,32.0,22.0,16.0,18.0,11.0,10.0,7.0,10.0,,0.0,,
다사675375,2023,18.0,16.0,22.0,16.0,19.0,13.0,19.0,14.0,22.0,24.0,12.0,17.0,7.0,9.0,,,,
다사632347,2023,,,,,,,,,,,,,,,,,,
다사675374,2023,16.0,16.0,18.0,8.0,7.0,9.0,25.0,17.0,12.0,12.0,10.0,8.0,0.0,0.0,,,,
다사632362,2023,,,,,,,,,,,,,,,,,,
다사675352,2023,37.0,30.0,13.0,20.0,23.0,22.0,42.0,57.0,29.0,36.0,31.0,27.0,19.0,17.0,0.0,0.0,0.0,
다사675351,2023,11.0,16.0,18.0,19.0,16.0,20.0,19.0,25.0,27.0,28.0,8.0,12.0,6.0,6.0,0.0,0.0,,
다사632380,2023,,,,,,,,,,,,,,,,,,
다사675322,2023,,,,,,,,,,,,,,,,,,
다사632382,2023,,,,,,,,,,,,,,,,,,
다사675323,2023,,,,,,,,,,,,,,,,,,
다사632381,2023,,,,,,,,,,,,,,,,,,
다사675324,2023,,,,,,,,,,,,,,,,,,
다사675325,2023,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
다사675326,2023,,,,,,,,,,,,,,,,,,
다사632363,2023,,,,,,,,,,,,,,,,,,
다사632379,2023,,,,,,,,,,,,,,,,,,
다사675327,2023,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,
다사675328,2023,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사632378,2023,,,,,,,,,,,,,,,,,,
다사675329,2023,13.0,7.0,19.0,10.0,10.0,11.0,9.0,9.0,7.0,8.0,9.0,0.0,0.0,0.0,,0.0,,
다사632377,2023,,,,,,,,,,,,,,,,,,
다사675321,2023,,,,,,,,,,,,,,,,,,
다사632383,2023,,,,,,,,,,,,,,,,,,
다사675320,2023,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,
다사632384,2023,,,,,,,,,,,,,,,,,,
다사675319,2023,25.0,21.0,21.0,24.0,26.0,28.0,25.0,28.0,31.0,38.0,16.0,9.0,0.0,0.0,,0.0,,
다사675318,2023,10.0,0.0,11.0,7.0,6.0,6.0,12.0,7.0,10.0,8.0,0.0,,0.0,0.0,,,,
다사633280,2023,,,,,,,,,,,,,,,,,,
다사675317,2023,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사633281,2023,,,,,,,,,,,,,,,,,,
다사675316,2023,,,,,,,,,,,,,,,,,,
다사675315,2023,,,,,,,,,,,,,,,,,,
다사633282,2023,,,,,,,,,,,,,,,,,,
다사675314,2023,18.0,15.0,6.0,9.0,26.0,35.0,33.0,33.0,13.0,10.0,0.0,6.0,0.0,7.0,,,,
다사633283,2023,,,,,,,,,,,,,,,,,,
다사675313,2023,,,,,,,,,,,,,,,,,,
다사675312,2023,14.0,12.0,0.0,0.0,0.0,10.0,14.0,17.0,6.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,,
다사633284,2023,,,,,,,,,,,,,,,,,,
다사675330,2023,0.0,0.0,0.0,7.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,,,,,,,
다사675331,2023,10.0,12.0,13.0,16.0,11.0,14.0,13.0,11.0,12.0,8.0,0.0,0.0,0.0,0.0,,0.0,,
다사632376,2023,,,,,,,,,,,,,,,,,,
다사632369,2023,,,,,,,,,,,,,,,,,,
다사675350,2023,29.0,33.0,59.0,51.0,36.0,44.0,43.0,61.0,38.0,64.0,26.0,27.0,7.0,11.0,0.0,7.0,,
다사632364,2023,,,,,,,,,,,,,,,,,,
다사675349,2023,26.0,12.0,22.0,15.0,9.0,9.0,9.0,0.0,11.0,17.0,0.0,0.0,0.0,,,0.0,,
다사675348,2023,15.0,18.0,29.0,0.0,8.0,6.0,8.0,12.0,7.0,7.0,7.0,6.0,0.0,0.0,,,,
다사632365,2023,,,,,,,,,,,,,,,,,,
다사675347,2023,10.0,12.0,10.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사632366,2023,,,,,,,,,,,,,,,,,,
다사675346,2023,,,0.0,,,,0.0,,,,,,,,,,,
다사675345,2023,21.0,26.0,17.0,26.0,21.0,24.0,24.0,28.0,26.0,31.0,26.0,29.0,10.0,8.0,0.0,0.0,,0.0
다사632367,2023,,,,,,,,,,,,,,,,,,
다사675344,2023,31.0,31.0,43.0,44.0,37.0,55.0,47.0,48.0,42.0,49.0,20.0,28.0,12.0,16.0,0.0,0.0,,
다사632368,2023,,,,,,,,,,,,,,,,,,
다사675343,2023,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,
다사675342,2023,,,,,,,,,,,,,,,,,,
다사675341,2023,,,,,,,,,,,,,,,,,,
다사675332,2023,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,
다사632370,2023,,,,,,,,,,,,,,,,,,
다사675340,2023,,,,,,,,,,,,,,,,,,
다사675339,2023,,,,,,,,,,,,,,,,,,
다사632371,2023,,,,,,,,,,,,,,,,,,
다사675338,2023,,,,,,,,,,,,,,,,,,
다사632372,2023,,,,,,,,,,,,,,,,,,
다사675337,2023,,,,,,,,,,,,,,,,,,
다사675336,2023,,,,,,,,,,,,,,,,,,
다사632373,2023,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,
다사675335,2023,,,,,,,,,,,,,,,,,,
다사632374,2023,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사675334,2023,,,,,,,,,,,,,,,,,,
다사675333,2023,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,
다사632375,2023,,,,,,,,,,,,,,,,,,
다사631326,2023,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,,0.0,,,,,,
다사676414,2023,23.0,57.0,165.0,158.0,30.0,21.0,0.0,0.0,0.0,12.0,12.0,17.0,0.0,0.0,,0.0,,
다사676415,2023,16.0,18.0,18.0,14.0,17.0,19.0,35.0,39.0,49.0,37.0,12.0,21.0,9.0,19.0,,0.0,,
다사678364,2023,,,,,,,,,,,,,,,,,,
다사629379,2023,,,,,,,,,,,,,,,,,,
다사678361,2023,,,,,,,,,,,,,,,,,,
다사678362,2023,,,,,,,,,,,,,,,,,,
다사629378,2023,,,,,,,,,,,,,,,,,,
다사678363,2023,,,,,,,,,,,,,,,,,,
다사629377,2023,,,,,,,,,,,,,,,,,,
다사678365,2023,,,,,,,0.0,,0.0,,0.0,,,,,,,
다사629373,2023,,,,,,,,,,,,,,,,,,
다사629376,2023,,,,,,,,,,,,,,,,,,
다사678366,2023,10.0,12.0,10.0,6.0,8.0,9.0,19.0,17.0,13.0,17.0,8.0,15.0,0.0,6.0,,,,
다사629375,2023,,,,,,,,,,,,,,,,,,
다사678367,2023,20.0,19.0,47.0,32.0,17.0,15.0,16.0,12.0,10.0,12.0,0.0,7.0,0.0,0.0,,,,
다사678368,2023,13.0,11.0,20.0,8.0,15.0,6.0,9.0,6.0,14.0,14.0,8.0,7.0,0.0,9.0,0.0,,,
다사629374,2023,,,,,,,,,,,,,,,,,,
다사678360,2023,,,,,,,,,,,,,,,,,,
다사629380,2023,,,,,,,,,,,,,,,,,,
다사678359,2023,,,,,,,,,,,,,,,,,,
다사678358,2023,,,,,,,,,,,,,,,,,,
다사630281,2023,,,,,,,,,,,,,,,,,,
다사678357,2023,11.0,19.0,51.0,43.0,78.0,73.0,28.0,32.0,31.0,40.0,14.0,21.0,0.0,8.0,0.0,0.0,,
다사630282,2023,,,,,,,,,,,,,,,,,,
다사678356,2023,9.0,0.0,76.0,81.0,59.0,54.0,16.0,15.0,11.0,24.0,11.0,13.0,0.0,6.0,,,,
다사678355,2023,0.0,11.0,44.0,57.0,65.0,58.0,18.0,18.0,12.0,21.0,9.0,12.0,0.0,0.0,,,,
다사630283,2023,,,,,,,,,,,,,,,,,,
다사678354,2023,28.0,15.0,24.0,24.0,18.0,23.0,32.0,33.0,30.0,30.0,10.0,9.0,0.0,7.0,,,,
다사630284,2023,,,,,,,,,,,,,,,,,,
다사678353,2023,8.0,10.0,11.0,0.0,12.0,18.0,15.0,13.0,6.0,0.0,0.0,,,,,0.0,,
다사678352,2023,15.0,13.0,31.0,33.0,36.0,26.0,22.0,22.0,9.0,12.0,9.0,20.0,6.0,0.0,,,,
다사630285,2023,,,,,,,,,,,,,,,,,,
다사678351,2023,15.0,16.0,49.0,46.0,34.0,34.0,24.0,30.0,30.0,38.0,17.0,15.0,0.0,0.0,,0.0,,
다사630286,2023,,,,,,,,,,,,,,,,,,
다사678369,2023,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,
다사678370,2023,,,,,,,,,,,,,,,,,,
다사678349,2023,52.0,32.0,56.0,30.0,28.0,19.0,27.0,27.0,23.0,32.0,19.0,14.0,0.0,0.0,,0.0,,
다사678385,2023,30.0,30.0,35.0,34.0,42.0,48.0,47.0,53.0,48.0,53.0,26.0,37.0,10.0,15.0,0.0,0.0,,
다사629365,2023,,,,,,,,,,,,,,,,,,
다사678382,2023,19.0,26.0,15.0,11.0,10.0,8.0,14.0,18.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
다사678383,2023,38.0,31.0,23.0,27.0,23.0,29.0,41.0,48.0,31.0,34.0,21.0,33.0,11.0,14.0,,0.0,,0.0
다사629364,2023,,,,,,,,,,,,,,,,,,
다사678384,2023,31.0,26.0,24.0,32.0,27.0,28.0,50.0,52.0,44.0,53.0,22.0,21.0,7.0,11.0,0.0,0.0,,0.0
다사629363,2023,,,,,,,,,,,,,,,,,,
다사678386,2023,35.0,36.0,15.0,15.0,32.0,30.0,57.0,50.0,27.0,35.0,12.0,23.0,0.0,7.0,0.0,0.0,,
다사678371,2023,,,,,,,,,,,,,,,,,,
다사629362,2023,,,,,,,,,,,,,,,,,,
다사678387,2023,27.0,21.0,25.0,21.0,16.0,14.0,33.0,24.0,35.0,31.0,15.0,28.0,13.0,12.0,0.0,0.0,,
다사629361,2023,,,,,,,,,,,,,,,,,,
다사678388,2023,44.0,39.0,59.0,30.0,36.0,22.0,45.0,37.0,48.0,54.0,18.0,20.0,9.0,21.0,0.0,0.0,,
다사678389,2023,37.0,11.0,29.0,19.0,13.0,15.0,27.0,22.0,31.0,22.0,13.0,23.0,0.0,8.0,,0.0,,
다사629360,2023,,,,,,,,,,,,,,,,,,
다사678381,2023,0.0,0.0,13.0,11.0,16.0,14.0,7.0,11.0,13.0,13.0,,0.0,,0.0,0.0,0.0,,
다사629366,2023,,,,,,,,,,,,,,,,,,
다사678380,2023,20.0,21.0,23.0,17.0,25.0,15.0,48.0,21.0,38.0,21.0,12.0,11.0,0.0,0.0,,,,
다사678379,2023,26.0,22.0,22.0,24.0,29.0,14.0,49.0,45.0,34.0,35.0,28.0,41.0,6.0,21.0,,0.0,,
다사629367,2023,,,,,,,,,,,,,,,,,,
다사678378,2023,33.0,29.0,59.0,38.0,39.0,27.0,46.0,48.0,64.0,55.0,28.0,30.0,10.0,18.0,,0.0,,
다사629368,2023,,,,,,,,,,,,,,,,,,
다사678377,2023,34.0,19.0,34.0,19.0,45.0,25.0,55.0,39.0,53.0,55.0,31.0,36.0,10.0,10.0,0.0,0.0,,
다사678376,2023,36.0,34.0,39.0,31.0,30.0,29.0,53.0,53.0,49.0,44.0,19.0,23.0,14.0,18.0,0.0,0.0,,
다사629369,2023,,,0.0,,,,0.0,,,0.0,,0.0,,,,,,
다사678375,2023,22.0,29.0,46.0,31.0,38.0,19.0,56.0,37.0,47.0,54.0,26.0,28.0,8.0,14.0,0.0,0.0,,0.0
다사629370,2023,,,,,,,,,,,,,,,,,,
다사678374,2023,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
다사678373,2023,44.0,67.0,116.0,91.0,59.0,27.0,43.0,25.0,29.0,8.0,10.0,0.0,0.0,0.0,,,,
다사629371,2023,,,,,,,,,,,,,,,,,,
다사678372,2023,16.0,21.0,17.0,7.0,7.0,0.0,25.0,0.0,26.0,0.0,0.0,0.0,,0.0,,,,
다사629372,2023,,,,,,,,,,,,,,,,,,
다사678350,2023,19.0,16.0,47.0,47.0,32.0,29.0,21.0,25.0,22.0,30.0,13.0,8.0,7.0,0.0,0.0,,,
다사630287,2023,,,,,0.0,0.0,,,0.0,0.0,,,,,,,,
다사678307,2023,22.0,23.0,14.0,21.0,11.0,16.0,24.0,32.0,30.0,21.0,8.0,15.0,9.0,9.0,,,,
다사678322,2023,,,,,,,,,,,,,,,,,,
다사630307,2023,,,,,,,,,,,,,,,,,,
다사678319,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,
다사678320,2023,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,
다사630306,2023,,,,,,,,,,,,,,,,,,
다사678321,2023,,,,,,,,,,,,,,,,,,
다사630305,2023,,,,,,,,,,,,,,,,,,
다사678323,2023,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,,
다사630301,2023,,,,,,,,,,,,,,,,,,
다사630304,2023,,,,,,,,,,,,,,,,,,
다사678324,2023,24.0,12.0,6.0,13.0,12.0,14.0,30.0,30.0,18.0,12.0,0.0,7.0,6.0,0.0,0.0,0.0,,
다사630303,2023,,,,,,,,,,,,,,,,,,
다사678325,2023,,,,,,,,,,,,,,,,,,
다사678326,2023,,,,,,,,,,,,,,,,,,
다사630302,2023,,,,,,,,,,,,,,,,,,
다사678318,2023,14.0,9.0,28.0,14.0,14.0,11.0,15.0,17.0,16.0,17.0,7.0,0.0,0.0,0.0,0.0,,,
다사630308,2023,,,,,,,,,,,,,,,,,,
다사678317,2023,,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,
다사678316,2023,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,
다사630309,2023,,,,,,,,,,,,,,,,,,
다사678315,2023,,,0.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,
다사630310,2023,,,,,,,,,,,,,,,,,,
다사678314,2023,,,,,,,,,,,,,,,,,,
다사678313,2023,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,,,,
다사630311,2023,,,,,,,,,,,,,,,,,,
다사678312,2023,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,
다사630312,2023,,,,,,,,,,,,,,,,,,
다사678311,2023,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,,,0.0
다사678310,2023,17.0,16.0,13.0,17.0,18.0,25.0,30.0,31.0,25.0,20.0,6.0,11.0,0.0,0.0,0.0,0.0,,
다사630313,2023,,,,,,,,,,,,,,,,,,
다사678309,2023,23.0,18.0,19.0,15.0,27.0,33.0,38.0,39.0,26.0,26.0,10.0,0.0,0.0,6.0,0.0,,,
다사630314,2023,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,
다사678327,2023,,,,,,,,,,,,,,,,,,
다사678328,2023,,,,,,,,,,,,,,,,,,
다사678348,2023,16.0,16.0,20.0,22.0,20.0,15.0,19.0,17.0,10.0,12.0,6.0,8.0,0.0,0.0,0.0,,,
다사678343,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,
다사630293,2023,,,,,,,,,,,,,,,,,,
다사678340,2023,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,
다사678341,2023,10.0,6.0,35.0,9.0,12.0,9.0,11.0,10.0,11.0,6.0,0.0,0.0,,0.0,,,,
다사630292,2023,,,,,,,,,,,,,,,,,,
다사678342,2023,15.0,10.0,12.0,10.0,15.0,11.0,15.0,16.0,16.0,16.0,7.0,12.0,0.0,0.0,,0.0,,
다사630291,2023,,,,,,,,,,,,,,,,,,
다사678344,2023,19.0,13.0,22.0,9.0,14.0,15.0,22.0,30.0,25.0,22.0,10.0,14.0,7.0,7.0,,,,
다사678329,2023,,,,,,,,,,,,,,,,,,
다사630290,2023,,,,,,,,,,,,,,,,,,
다사678345,2023,17.0,18.0,18.0,14.0,17.0,19.0,22.0,22.0,14.0,20.0,7.0,0.0,0.0,6.0,,,,
다사630289,2023,,,,,,,,,,,,,,,,,,
다사678346,2023,43.0,19.0,51.0,29.0,35.0,15.0,16.0,19.0,16.0,17.0,0.0,6.0,0.0,0.0,,0.0,,
다사678347,2023,33.0,15.0,20.0,17.0,22.0,15.0,16.0,16.0,10.0,14.0,0.0,9.0,0.0,0.0,,0.0,,
다사630288,2023,,,,,,,,,,,,,,,,,,
다사678339,2023,,,,,,,,,,,,,,,,,,
다사630294,2023,,,,,,,,,,,,,,,,,,
다사678338,2023,,,,,,,,,,,,,,,,,,
다사678337,2023,,,,,,,,,,,,,,,,,,
다사630295,2023,,,,,,,,,,,,,,,,,,
다사678336,2023,,,,,,,,,,,,,,,,,,
다사630296,2023,,,,,,,,,,,,,,,,,,
다사678335,2023,,,,,,,,,,,,,,,,,,
다사678334,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
다사630297,2023,,,,,,,,,,,,,,,,,,
다사678333,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
